id,hf_split,reference_text_raw,reference_text_alt_raw,pred_text_raw,reference_text_clean,pred_text_clean,latency_sec,detected_language,language_probability,sampling_rate,status
1878,test,otoritas pusat gereja telah berada di roma selama lebih dari seribu tahun dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,"Otoritas pusat gereja telah berada di Roma selama lebih dari seribu tahun, dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi.","Otoritas Pusat Gereja telah berada di rumah selama lebih dari seribu tahun, dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi.",otoritas pusat gereja telah berada di roma selama lebih dari seribu tahun dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,otoritas pusat gereja telah berada di rumah selama lebih dari seribu tahun dan pemusatan kekuasaan dan uang ini membuat banyak orang mempertanyakan apakah ajaran ini telah terpenuhi,0.4769444465637207,id,1,16000,ok
1843,test,"""profesor pamela ferguson dari universitas dundee mencatat wartawan tampaknya berjalan di jalur berbahaya jika menerbitkan foto tersangka dll. ","""Profesor Pamela Ferguson dari Universitas Dundee mencatat"" wartawan tampaknya berjalan di jalur berbahaya jika menerbitkan foto tersangka, dll. ""","Profesor Pamela Ferguson dari Universitas Dundee mencatat wartawan tampaknya berjalan di jalan berbahaya jika menerbitkan foto tersangka, dan lain-lain.",profesor pamela ferguson dari universitas dundee mencatat wartawan tampaknya berjalan di jalur berbahaya jika menerbitkan foto tersangka dll,profesor pamela ferguson dari universitas dundee mencatat wartawan tampaknya berjalan di jalan berbahaya jika menerbitkan foto tersangka dan lain lain,0.44945740699768066,id,1,16000,ok
1815,test,bom fisi bekerja berdasarkan prinsip bahwa energi diperlukan untuk membentuk sebuah inti atom dengan banyak proton dan neutron,Bom fisi bekerja berdasarkan prinsip bahwa energi diperlukan untuk membentuk sebuah inti atom dengan banyak proton dan neutron.,Bomfisi bekerja berdasarkan prinsip bahwa energi diperlukan untuk membentuk sebuah inti atom dengan banyak proton dan neutron.,bom fisi bekerja berdasarkan prinsip bahwa energi diperlukan untuk membentuk sebuah inti atom dengan banyak proton dan neutron,bomfisi bekerja berdasarkan prinsip bahwa energi diperlukan untuk membentuk sebuah inti atom dengan banyak proton dan neutron,0.44939517974853516,id,1,16000,ok
1723,test,pelabuhan itu adalah lokasi kebuntuan angkatan laut yang terkenal pada tahun 1889 ketika tujuh kapal dari jerman as dan inggris menolak untuk meninggalkan pelabuhan,"Pelabuhan itu adalah lokasi kebuntuan angkatan laut yang terkenal pada tahun 1889 ketika tujuh kapal dari Jerman, AS, dan Inggris menolak untuk meninggalkan pelabuhan.","Pelabuhan itu adalah lokasi kebuntuan angkatan laut yang terkenal pada tahun 1889 ketika tujuh kapal dari Jerman, AS, dan Inggris menolak untuk meninggalkan pelabuhan.",pelabuhan itu adalah lokasi kebuntuan angkatan laut yang terkenal pada tahun 1889 ketika tujuh kapal dari jerman as dan inggris menolak untuk meninggalkan pelabuhan,pelabuhan itu adalah lokasi kebuntuan angkatan laut yang terkenal pada tahun 1889 ketika tujuh kapal dari jerman as dan inggris menolak untuk meninggalkan pelabuhan,0.45600247383117676,id,1,16000,ok
1996,test,mitchell gourley dari australia selesai di posisi sebelas dari super-g berdiri pria kompetitor ceko oldrich jelinek selesai di posisi enam belas dari super-g duduk pria,Mitchell Gourley dari Australia selesai di posisi sebelas dari Super-G berdiri pria. Kompetitor Ceko Oldrich Jelinek selesai di posisi enam belas dari Super-G duduk pria.,"Michel Golly, dari Australia, selesai di posisi 11 dari Super-G, berdiri pria. Kompetitor Ceko Aldrik Zeminec, selesai di posisi 16 dari Super-G, duduk pria.",mitchell gourley dari australia selesai di posisi sebelas dari super g berdiri pria kompetitor ceko oldrich jelinek selesai di posisi enam belas dari super g duduk pria,michel golly dari australia selesai di posisi 11 dari super g berdiri pria kompetitor ceko aldrik zeminec selesai di posisi 16 dari super g duduk pria,0.479705810546875,id,1,16000,ok
1825,test,jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya,"Jika Anda ingin berada dekat dengan pertunjukannya, maka Anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya.","Jika Anda ingin berada dekat dengan pertunjukannya, maka Anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya.",jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya,jika anda ingin berada dekat dengan pertunjukannya maka anda harus datang lebih awal agar mendapatkan tempat berkemah yang dekat dengan musiknya,0.4487166404724121,id,1,16000,ok
1879,test,orang hanya bisa bertanya-tanya akan menjadi apa kibor ketika muncul sesuatu yang lebih baru,Orang hanya bisa bertanya-tanya akan menjadi apa kibor ketika muncul sesuatu yang lebih baru.,Orang hanya bisa bertanya-tanya akan menjadi apa kibor ketika muncul ke sesuatu yang lebih baru.,orang hanya bisa bertanya tanya akan menjadi apa kibor ketika muncul sesuatu yang lebih baru,orang hanya bisa bertanya tanya akan menjadi apa kibor ketika muncul ke sesuatu yang lebih baru,0.43457698822021484,id,1,16000,ok
1923,test,strategi tersebut terbukti efektif memutus pasokan penting militer dan sipil meskipun blokade ini melanggar hukum internasional yang diterima secara umum yang dikodifikasi oleh beberapa perjanjian internasional selama dua abad terakhir,"Strategi tersebut terbukti efektif, memutus pasokan penting militer dan sipil, meskipun blokade ini melanggar hukum internasional yang diterima secara umum yang dikodifikasi oleh beberapa perjanjian internasional selama dua abad terakhir.","Strategi tersebut terbukti efektif, memutus pasokan penting militer dan sipil, meskipun blokade ini melanggar hukum internasional yang diterima secara umum, yang dikodifikasi oleh beberapa perjanjian internasional selama dua abad terakhir.",strategi tersebut terbukti efektif memutus pasokan penting militer dan sipil meskipun blokade ini melanggar hukum internasional yang diterima secara umum yang dikodifikasi oleh beberapa perjanjian internasional selama dua abad terakhir,strategi tersebut terbukti efektif memutus pasokan penting militer dan sipil meskipun blokade ini melanggar hukum internasional yang diterima secara umum yang dikodifikasi oleh beberapa perjanjian internasional selama dua abad terakhir,0.4874694347381592,id,1,16000,ok
1851,test,arus rip adalah arus balik dari ombak yang pecah di pantai seringkali di batu karang atau yang seperti itu,"Arus Rip adalah arus balik dari ombak yang pecah di pantai, seringkali di batu karang atau yang seperti itu.","Arus rib adalah arus belik dari ombak yang pecah di pantai, sering kali dibatukaran atau yang seperti itu.",arus rip adalah arus balik dari ombak yang pecah di pantai seringkali di batu karang atau yang seperti itu,arus rib adalah arus belik dari ombak yang pecah di pantai sering kali dibatukaran atau yang seperti itu,0.4431729316711426,id,1,16000,ok
1857,test,"""ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan tanggung jawab dan kemampuannya. ","""Ia menambahkan bahwa ""mereka seharusnya tidak, tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan, tanggung jawab, dan kemampuannya."" ""","Ia menambahkan bahwa mereka seharusnya tidak, tetapi dimintai untuk menjalankan kewajiban di luar tahan perkembangan, tahun jawab, dan kemampuannya.",ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahapan perkembangan tanggung jawab dan kemampuannya,ia menambahkan bahwa mereka seharusnya tidak tetapi dimintai untuk menjalankan kewajiban di luar tahan perkembangan tahun jawab dan kemampuannya,0.45619750022888184,id,1,16000,ok
1932,test,limat menit sebelum displai angin mulai bertiup semenit kemudian angin mencapai 70km/jam... lalu hujan turun dengan tetesan berukuran sangat besar dan keras sampai kulit terasa ditusuk jarum lalu es berjatuhan dari langit orang-orang panik dan menjerit dan menginjak satu sama lain,"Limat menit sebelum displai angin mulai bertiup, semenit kemudian angin mencapai 70km/jam... lalu hujan turun dengan tetesan berukuran sangat besar dan keras sampai kulit terasa ditusuk jarum, lalu es berjatuhan dari langit, orang-orang panik dan menjerit dan menginjak satu sama lain.","Limat menit sebelum display angin mulai tertiup, semenit kemudian angin mencapai 70 kmph. Lalu, hujan turun dengan tetesan berukuran sangat besar dan keras sampai kulit terasa ditusuk jairum, lalu es berjatuhan dari langit, orang-orang panik dan menjerit dan menjak satu sama lain.",limat menit sebelum displai angin mulai bertiup semenit kemudian angin mencapai 70km jam lalu hujan turun dengan tetesan berukuran sangat besar dan keras sampai kulit terasa ditusuk jarum lalu es berjatuhan dari langit orang orang panik dan menjerit dan menginjak satu sama lain,limat menit sebelum display angin mulai tertiup semenit kemudian angin mencapai 70 kmph lalu hujan turun dengan tetesan berukuran sangat besar dan keras sampai kulit terasa ditusuk jairum lalu es berjatuhan dari langit orang orang panik dan menjerit dan menjak satu sama lain,0.511646032333374,id,1,16000,ok
1700,test,ini lebih tipis di bawah maria dan lebih tebal di bawah dataran tinggi,Ini lebih tipis di bawah maria dan lebih tebal di bawah dataran tinggi.,Ini lebih tipis di bawah Maria dan lebih depan di bawah dataran tinggi.,ini lebih tipis di bawah maria dan lebih tebal di bawah dataran tinggi,ini lebih tipis di bawah maria dan lebih depan di bawah dataran tinggi,0.44695019721984863,id,1,16000,ok
1803,test,kelembapan di tangan anda akan bereaksi dengan lapisan luar yang akan terasa lucu dan membentuk semacam cangkang,"Kelembapan di tangan Anda akan bereaksi dengan lapisan luar, yang akan terasa lucu dan membentuk semacam cangkang.",Kelembapan di tangan Anda akan bereaksi dengan labusan luar yang akan terasa lucu dan membentuk semacam cangkang.,kelembapan di tangan anda akan bereaksi dengan lapisan luar yang akan terasa lucu dan membentuk semacam cangkang,kelembapan di tangan anda akan bereaksi dengan labusan luar yang akan terasa lucu dan membentuk semacam cangkang,0.4490036964416504,id,1,16000,ok
1840,test,di banyak kota-kota lain di italia dan di belahan dunia lainnya khususnya di polandia persiapan serupa dilakukan yang disaksikan oleh banyak orang,"Di banyak kota-kota lain di Italia dan di belahan dunia lainnya, khususnya di Polandia, persiapan serupa dilakukan, yang disaksikan oleh banyak orang.","Di banyak kota-kota lain di Italia dan di pelahan dunia lainnya, khususnya di Polandia, persiapan serupa dilakukan yang disaksikan oleh banyak orang.",di banyak kota kota lain di italia dan di belahan dunia lainnya khususnya di polandia persiapan serupa dilakukan yang disaksikan oleh banyak orang,di banyak kota kota lain di italia dan di pelahan dunia lainnya khususnya di polandia persiapan serupa dilakukan yang disaksikan oleh banyak orang,0.4581267833709717,id,1,16000,ok
1741,test,area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati,Area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati.,Area yang liwas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan pelantara yang hampir tak dapat ditempati.,area yang luas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan belantara yang hampir tak dapat ditempati,area yang liwas di sebelah utara sangat jarang ditempati dan beberapa bahkan adalah hutan pelantara yang hampir tak dapat ditempati,0.4650766849517822,id,1,16000,ok
1726,test,darmawisata adalah bagian penting dari sekolah kerap kali seorang guru dengan senang hati membawa murid-muridnya ke tempat yang tidak dapat menggunakan bus,Darmawisata adalah bagian penting dari sekolah. Kerap kali seorang guru dengan senang hati membawa murid-muridnya ke tempat yang tidak dapat menggunakan bus.,Dharma wisata adalah bagian penting dari sekolah. Kerap kali seorang guru dengan senang hati membawa murid-muridnya ke tempat yang tidak dapat menggunakan bus.,darmawisata adalah bagian penting dari sekolah kerap kali seorang guru dengan senang hati membawa murid muridnya ke tempat yang tidak dapat menggunakan bus,dharma wisata adalah bagian penting dari sekolah kerap kali seorang guru dengan senang hati membawa murid muridnya ke tempat yang tidak dapat menggunakan bus,0.4496176242828369,id,1,16000,ok
1817,test,zona schengen bagaimanapun cara kerjanya sama seperti satu negara dalam hal ini,"Zona Schengen, bagaimanapun, cara kerjanya sama seperti satu negara dalam hal ini.","Zona secengen, bagaimanapun, cara kerjanya sama seperti satu negara dalam hal ini.",zona schengen bagaimanapun cara kerjanya sama seperti satu negara dalam hal ini,zona secengen bagaimanapun cara kerjanya sama seperti satu negara dalam hal ini,0.4388542175292969,id,1,16000,ok
1787,test,blog adalah alat yang menginspirasi kolaborasi dan mendorong pelajar untuk memperluas pembelajaran lebih dari sekolah biasa,"Blog adalah alat yang menginspirasi kolaborasi, dan mendorong pelajar untuk memperluas pembelajaran lebih dari sekolah biasa.",Blok adalah alat yang menginspirasi kolaborasi dan mendorong pelajar untuk memperluas pembelajaran lebih dari sekolah biasa.,blog adalah alat yang menginspirasi kolaborasi dan mendorong pelajar untuk memperluas pembelajaran lebih dari sekolah biasa,blok adalah alat yang menginspirasi kolaborasi dan mendorong pelajar untuk memperluas pembelajaran lebih dari sekolah biasa,0.4667191505432129,id,1,16000,ok
1935,test,namun itu tidak benar meskipun ada tulisan di belakangnya dokumen ini bukan peta harta karun,"Namun, itu tidak benar. Meskipun ada tulisan di belakangnya, dokumen ini bukan peta harta karun.","Namun, itu tidak benar. Meskipun ada tulisan di belakangnya, dokumen ini bukan berita harta karun.",namun itu tidak benar meskipun ada tulisan di belakangnya dokumen ini bukan peta harta karun,namun itu tidak benar meskipun ada tulisan di belakangnya dokumen ini bukan berita harta karun,0.5118632316589355,id,1,16000,ok
1669,test,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,Pengawas polisi Chandra Shekhar Solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup.,Pengawas polisi Chandra Shekhar Solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup.,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,pengawas polisi chandra shekhar solanki mengatakan tertuduh hadir di pengadilan dengan wajah tertutup,0.5508363246917725,id,1,16000,ok
1798,test,pada masa-masa awalnya acara tersebut hanya ditampilkan di situs radio internet yang sudah lama berjalan toginet radio sebuah situs yang berfokus pada acara bincang-bincang di radio,"Pada masa-masa awalnya, acara tersebut hanya ditampilkan di situs radio internet yang sudah lama berjalan TogiNet Radio, sebuah situs yang berfokus pada acara bincang-bincang di radio.","Pada masa-masa awalnya, acara tersebut hanya ditampilkan di situs radio internet yang sudah lama berjalan Toghinet Radio, sebuah situs yang berfokus pada acara bincang-bincang di radio.",pada masa masa awalnya acara tersebut hanya ditampilkan di situs radio internet yang sudah lama berjalan toginet radio sebuah situs yang berfokus pada acara bincang bincang di radio,pada masa masa awalnya acara tersebut hanya ditampilkan di situs radio internet yang sudah lama berjalan toghinet radio sebuah situs yang berfokus pada acara bincang bincang di radio,0.547276496887207,id,1,16000,ok
1786,test,komposisi kristal ini cocok dengan yang ditemukan dalam air seni hewan peliharaan yang terkena saat dibandingkan dengan spektroskopi inframerah ftir,Komposisi kristal ini cocok dengan yang ditemukan dalam air seni hewan peliharaan yang terkena saat dibandingkan dengan spektroskopi inframerah (FTIR).,"Komposisi kristal ini cocok dengan yang ditemukan dalam air seni hewan peliharaan, yang terkena saat dibandingkan dengan spektroskopi infra merah, dalam gurung Ft ir.",komposisi kristal ini cocok dengan yang ditemukan dalam air seni hewan peliharaan yang terkena saat dibandingkan dengan spektroskopi inframerah ftir,komposisi kristal ini cocok dengan yang ditemukan dalam air seni hewan peliharaan yang terkena saat dibandingkan dengan spektroskopi infra merah dalam gurung ft ir,0.6051244735717773,id,1,16000,ok
1890,test,sebagian besar teleskop riset modern merupakan fasilitas raksasa di wilayah terpencil dengan kondisi atmosfer yang sesuai,Sebagian besar teleskop riset modern merupakan fasilitas raksasa di wilayah terpencil dengan kondisi atmosfer yang sesuai.,Sebagian besar teleskop riset modern merupakan fasilitas raksasa di wilayah terpencil dengan kondisi atmosfer yang sesuai.,sebagian besar teleskop riset modern merupakan fasilitas raksasa di wilayah terpencil dengan kondisi atmosfer yang sesuai,sebagian besar teleskop riset modern merupakan fasilitas raksasa di wilayah terpencil dengan kondisi atmosfer yang sesuai,0.45540952682495117,id,1,16000,ok
1821,test,korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka,Korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka.,Korelasi antara patologi utak dan perilaku mendukung para ilmuwan dalam penelitian mereka.,korelasi antara patologi otak dan perilaku mendukung para ilmuwan dalam penelitian mereka,korelasi antara patologi utak dan perilaku mendukung para ilmuwan dalam penelitian mereka,0.4386594295501709,id,1,16000,ok
1783,test,fenomena cuaca buruk regional dan musiman antara lain badai salju badai dingin badai es dan badai debu,"Fenomena cuaca buruk regional dan musiman antara lain badai salju, badai dingin, badai es, dan badai debu.","Fenomena cuaca buruk regional dan musiman antara lain badai salju, badai dingin, badai es, dan badai debu.",fenomena cuaca buruk regional dan musiman antara lain badai salju badai dingin badai es dan badai debu,fenomena cuaca buruk regional dan musiman antara lain badai salju badai dingin badai es dan badai debu,0.43828630447387695,id,1,16000,ok
1802,test,internet mengombinasikan elemen komunikasi massa dan antarpribadi,Internet mengombinasikan elemen komunikasi massa dan antarpribadi.,Internet mengombinasikan elemen komunikasi massa dan antar pribadi.,internet mengombinasikan elemen komunikasi massa dan antarpribadi,internet mengombinasikan elemen komunikasi massa dan antar pribadi,0.5136170387268066,id,1,16000,ok
1829,test,wisatawan yang bepergian ke negara-negara berpajak yang tinggi kadang-kadang bisa menghemat uang untuk produk-produk seperti minuman beralkohol dan tembakau,Wisatawan yang bepergian ke negara-negara berpajak yang tinggi kadang-kadang bisa menghemat uang untuk produk-produk seperti minuman beralkohol dan tembakau.,Pisatawan yang bepergian ke negara-negara berpajak yang tinggi kadang-kadang bisa menghemat uang untuk produk-produk seperti minuman beralkohol dan tembakau.,wisatawan yang bepergian ke negara negara berpajak yang tinggi kadang kadang bisa menghemat uang untuk produk produk seperti minuman beralkohol dan tembakau,pisatawan yang bepergian ke negara negara berpajak yang tinggi kadang kadang bisa menghemat uang untuk produk produk seperti minuman beralkohol dan tembakau,0.4505641460418701,id,1,16000,ok
1808,test,dua tahun setelah berakhirnya perang bekas sekutu kini menjadi musuh dan perang dingin dimulai,"Dua tahun setelah berakhirnya perang, bekas sekutu kini menjadi musuh dan Perang Dingin dimulai.","Dua tahun setelah berakhir perang, bekas sekutu kini menjadi musuh dan perang dingin dimulai.",dua tahun setelah berakhirnya perang bekas sekutu kini menjadi musuh dan perang dingin dimulai,dua tahun setelah berakhir perang bekas sekutu kini menjadi musuh dan perang dingin dimulai,0.45990967750549316,id,1,16000,ok
1761,test,para fotografer kemudian menggantikan seorang wanita tua yang ingin ke kamar kecil mendoza pun ditembak,Para fotografer kemudian menggantikan seorang wanita tua yang ingin ke kamar kecil. Mendoza pun ditembak.,"Para fotografer kemudian menggantikan seorang wanita tua yang ingin ke kamar mandi, Mendoza pun ditembak.",para fotografer kemudian menggantikan seorang wanita tua yang ingin ke kamar kecil mendoza pun ditembak,para fotografer kemudian menggantikan seorang wanita tua yang ingin ke kamar mandi mendoza pun ditembak,0.454089879989624,id,1,16000,ok
1813,test,bahasa resmi barcelona adalah katalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa katalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,"Bahasa resmi Barcelona adalah Katalan dan Spanyol. Hampir separuh penduduknya lebih suka berbicara dalam bahasa Katalan, sebagian besar memahaminya, dan hampir semua orang mengetahui bahasa Spanyol.","Bahasa resmi Barcelona adalah Catalan dan Spanyol. Hampir separuh penduduknya lebih suka berbicara dalam bahasa Catalan. Sebagian besar memahaminya, dan hampir semua orang mengetahui bahasa Spanyol.",bahasa resmi barcelona adalah katalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa katalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,bahasa resmi barcelona adalah catalan dan spanyol hampir separuh penduduknya lebih suka berbicara dalam bahasa catalan sebagian besar memahaminya dan hampir semua orang mengetahui bahasa spanyol,0.4589717388153076,id,1,16000,ok
1910,test,orang paris dikenal egosentris kasar dan sombong,"Orang Paris dikenal egosentris, kasar, dan sombong.","Orang Paris dikenal ego-centris, kasar, dan sombong.",orang paris dikenal egosentris kasar dan sombong,orang paris dikenal ego centris kasar dan sombong,0.5044608116149902,id,1,16000,ok
1808,test,dua tahun setelah berakhirnya perang bekas sekutu kini menjadi musuh dan perang dingin dimulai,"Dua tahun setelah berakhirnya perang, bekas sekutu kini menjadi musuh dan Perang Dingin dimulai.","Dua tahun setelah berhasilnya, perang bekas Sekutukini menjadi musuh dan perang dingin dimulai.",dua tahun setelah berakhirnya perang bekas sekutu kini menjadi musuh dan perang dingin dimulai,dua tahun setelah berhasilnya perang bekas sekutukini menjadi musuh dan perang dingin dimulai,0.4421052932739258,id,1,16000,ok
1956,test,menggunakan kapal untuk mengangkut barang sejauh ini merupakan cara paling efisien untuk memindahkan orang dan barang dengan jumlah banyak menyeberangi lautan,Menggunakan kapal untuk mengangkut barang sejauh ini merupakan cara paling efisien untuk memindahkan orang dan barang dengan jumlah banyak menyeberangi lautan.,Menggunakan kapal untuk mengangkut barang sejauh ini merupakan cara paling efisien untuk memindahkan orang dan barang dengan jumlah banyak menyeberangi lautan.,menggunakan kapal untuk mengangkut barang sejauh ini merupakan cara paling efisien untuk memindahkan orang dan barang dengan jumlah banyak menyeberangi lautan,menggunakan kapal untuk mengangkut barang sejauh ini merupakan cara paling efisien untuk memindahkan orang dan barang dengan jumlah banyak menyeberangi lautan,0.5634996891021729,id,1,16000,ok
1713,test,meskipun goma cukup aman setiap kunjungan di luar goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di provinsi kivu utara,"Meskipun Goma cukup aman, setiap kunjungan di luar Goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di Provinsi Kivu Utara.","Meskipun Goma cukup aman, setiap kunjungan di luar Goma harus dideliti guna memahami keadaan pertempuran yang terlanjut di Provinsi Kifu Utara.",meskipun goma cukup aman setiap kunjungan di luar goma harus diteliti guna memahami keadaan pertempuran yang berlanjut di provinsi kivu utara,meskipun goma cukup aman setiap kunjungan di luar goma harus dideliti guna memahami keadaan pertempuran yang terlanjut di provinsi kifu utara,0.6088268756866455,id,1,16000,ok
1763,test,layaknya pasang surut yang terjadi akibat bulan menarik bumi bima sakti memberi galaksi sagitarius gaya,"Layaknya pasang surut yang terjadi akibat bulan menarik bumi, Bima Sakti memberi galaksi Sagitarius gaya.",Layaknya pasang surut yang terjadi akibat bulan,layaknya pasang surut yang terjadi akibat bulan menarik bumi bima sakti memberi galaksi sagitarius gaya,layaknya pasang surut yang terjadi akibat bulan,0.4505307674407959,id,1,16000,ok
1864,test,ibu kirchner mengumumkan tujuan dirinya untuk maju menjadi presiden di teater argentine lokasi yang sama yang dia gunakan untuk memulai kampanyenya pada tahun 2005 untuk menjadi senat sebagai anggota delegasi provinsi buenos aires,"Ibu Kirchner mengumumkan tujuan dirinya untuk maju menjadi presiden di Teater Argentine, lokasi yang sama yang dia gunakan untuk memulai kampanyenya pada tahun 2005 untuk menjadi Senat sebagai anggota delegasi provinsi Buenos Aires.","Ibu Kirchner mengumumkan tujuan dirinya untuk maju menjadi presiden di Teater Argentine, lokasi yasama yang dia gunakan untuk memulai kampanye-nya pada tahun 2005 untuk menjadi senat sebagai anggota delegasi Provinsi Buenos Aires.",ibu kirchner mengumumkan tujuan dirinya untuk maju menjadi presiden di teater argentine lokasi yang sama yang dia gunakan untuk memulai kampanyenya pada tahun 2005 untuk menjadi senat sebagai anggota delegasi provinsi buenos aires,ibu kirchner mengumumkan tujuan dirinya untuk maju menjadi presiden di teater argentine lokasi yasama yang dia gunakan untuk memulai kampanye nya pada tahun 2005 untuk menjadi senat sebagai anggota delegasi provinsi buenos aires,0.5605356693267822,id,1,16000,ok
1704,test,pada tahun 1990 timbuktu dimasukkan ke daftar situs warisan dunia yang terancam akibat ancaman pasir gurun,"Pada tahun 1990, Timbuktu dimasukkan ke daftar situs warisan dunia yang terancam, akibat ancaman pasir gurun.","Pada tahun 1990, Timbuktu dimasukkan ke dalam situs warisan dunia yang terancam akibat ancaman pasir gurun.",pada tahun 1990 timbuktu dimasukkan ke daftar situs warisan dunia yang terancam akibat ancaman pasir gurun,pada tahun 1990 timbuktu dimasukkan ke dalam situs warisan dunia yang terancam akibat ancaman pasir gurun,0.5601990222930908,id,1,16000,ok
1795,test,sejak tahun 1988 kotak suara harus transparan sehingga pemilih dan pengawas bisa menyaksikan bahwa tidak ada amplop yang sudah ada di awal pemungutan suara dan tidak ada amplop yang ditambahkan terkecuali amplop yang sudah sepatutnya dihitung dan milik pemilih resmi,"Sejak tahun 1988, kotak suara harus transparan sehingga pemilih dan pengawas bisa menyaksikan bahwa tidak ada amplop yang sudah ada di awal pemungutan suara dan tidak ada amplop yang ditambahkan, terkecuali amplop yang sudah sepatutnya dihitung dan milik pemilih resmi.","Sejak tahun 1988, kotak suara rus transparan, sehingga pemilih dan pengawas bisa menyaksikan bahwa tidak ada amplop yang sudah ada di awal pemutan suara, dan tidak ada amplop yang ditambahkan, terkecuali amplop yang sudah sepatutnya dihitung dan milik pemilih resmi.",sejak tahun 1988 kotak suara harus transparan sehingga pemilih dan pengawas bisa menyaksikan bahwa tidak ada amplop yang sudah ada di awal pemungutan suara dan tidak ada amplop yang ditambahkan terkecuali amplop yang sudah sepatutnya dihitung dan milik pemilih resmi,sejak tahun 1988 kotak suara rus transparan sehingga pemilih dan pengawas bisa menyaksikan bahwa tidak ada amplop yang sudah ada di awal pemutan suara dan tidak ada amplop yang ditambahkan terkecuali amplop yang sudah sepatutnya dihitung dan milik pemilih resmi,0.5565657615661621,id,1,16000,ok
1810,test,gubernur california arnold schwarzenegger menandatangani undang-undang yang melarang penjualan atau penyewaan gim video kekerasan untuk anak di bawah umur,Gubernur California Arnold Schwarzenegger menandatangani undang-undang yang melarang penjualan atau penyewaan gim video kekerasan untuk anak di bawah umur.,Guburnu California Outlook suasai negeri menandatangani undang-undang yang melarang penjualan atau menyalakan jim video kekerasan untuk anak di bawah umur.,gubernur california arnold schwarzenegger menandatangani undang undang yang melarang penjualan atau penyewaan gim video kekerasan untuk anak di bawah umur,guburnu california outlook suasai negeri menandatangani undang undang yang melarang penjualan atau menyalakan jim video kekerasan untuk anak di bawah umur,0.6173703670501709,id,1,16000,ok
1794,test,peradaban adalah sebuah kebudayaan tunggal yang dijalankan bersama oleh sekelompok orang yang hidup dan bekerja bersama sebagai masyarakat,"Peradaban adalah sebuah kebudayaan tunggal yang dijalankan bersama oleh sekelompok orang yang hidup dan bekerja bersama, sebagai masyarakat.",Peradaban adalah sebuah kebudayaan tunggal yang dijalankan bersama oleh sekelompok orang yang hidup dan bekerja bersama sebagai masyarakat.,peradaban adalah sebuah kebudayaan tunggal yang dijalankan bersama oleh sekelompok orang yang hidup dan bekerja bersama sebagai masyarakat,peradaban adalah sebuah kebudayaan tunggal yang dijalankan bersama oleh sekelompok orang yang hidup dan bekerja bersama sebagai masyarakat,0.5477259159088135,id,1,16000,ok
1930,test,enam sandera termasuk anak-anak dan lansia telah dibebaskan lebih awal begitu pula para fotografer filipina,"Enam sandera, termasuk anak-anak dan lansia, telah dibebaskan lebih awal, begitu pula para fotografer Filipina.","Namsandera, termasuk anak-anak dan lansia, telah dibebaskan lebih awal, begitu pula para fotografer Filipina.",enam sandera termasuk anak anak dan lansia telah dibebaskan lebih awal begitu pula para fotografer filipina,namsandera termasuk anak anak dan lansia telah dibebaskan lebih awal begitu pula para fotografer filipina,0.5514276027679443,id,1,16000,ok
